type,geometry,lat,lon,activity_score
pharmacy,POINT (30.0768884 -1.9805632),-1.9805631999999995,30.0768884,1
pharmacy,POINT (30.0705309 -1.9242278),-1.9242278,30.0705309,1
pharmacy,POINT (30.0540806 -1.9746659),-1.9746658999999995,30.054080600000002,1
pharmacy,POINT (30.047009 -1.9403953),-1.9403952999999994,30.047009,1
pharmacy,POINT (30.0590923 -1.9444391),-1.9444390999999999,30.059092299999993,1
pharmacy,POINT (30.1074967 -1.9607976),-1.9607975999999998,30.10749669999999,1
pharmacy,POINT (30.0924993 -1.952476),-1.9524759999999999,30.092499299999993,1
pharmacy,POINT (30.0958028 -1.9903262),-1.9903261999999997,30.095802800000005,1
pharmacy,POINT (30.1283005 -1.9465603),-1.9465603000000002,30.128300499999998,1
pharmacy,POINT (30.2131743 -1.9923275),-1.9923274999999998,30.21317429999999,1
pharmacy,POINT (30.0584235 -1.9417765),-1.9417765000000002,30.058423499999993,1
pharmacy,POINT (30.0564205 -1.9185396),-1.9185396,30.056420499999994,1
pharmacy,POINT (30.0576744 -1.9684952),-1.9684952,30.0576744,1
pharmacy,POINT (30.091734 -1.9450009),-1.9450008999999997,30.09173399999999,1
pharmacy,POINT (30.1101536 -1.9590856),-1.9590855999999999,30.110153599999997,1
pharmacy,POINT (30.0577822 -1.92373),-1.92373,30.0577822,1
pharmacy,POINT (30.0925916 -1.9688895),-1.9688895000000002,30.092591600000002,1
pharmacy,POINT (30.127476 -1.9473756),-1.9473756,30.127475999999998,1
pharmacy,POINT (30.0865182 -1.9431989),-1.9431988999999998,30.086518199999997,1
pharmacy,POINT (30.1177113 -1.9612009),-1.9612009000000001,30.117711299999993,1
pharmacy,POINT (30.0971616 -1.9254177),-1.9254176999999997,30.0971616,1
pharmacy,POINT (30.0636349 -1.9567157),-1.9567157,30.063634899999993,1
pharmacy,POINT (30.1483671 -1.95863),-1.95863,30.148367100000005,1
pharmacy,POINT (30.0528156 -1.9618598),-1.9618598000000003,30.0528156,1
pharmacy,POINT (30.0853094 -1.9127888),-1.9127888,30.085309400000003,1
pharmacy,POINT (30.0948365 -1.9233512),-1.9233511999999995,30.094836499999992,1
pharmacy,POINT (30.0757263 -1.9137041),-1.9137041,30.0757263,1
pharmacy,POINT (30.1082559 -1.9757968),-1.9757967999999997,30.1082559,1
pharmacy,POINT (30.0764303 -1.9746891),-1.9746890999999995,30.07643029999999,1
pharmacy,POINT (30.0807116 -1.9361105),-1.9361105000000003,30.080711599999994,1
pharmacy,POINT (30.1920545 -1.9967951),-1.9967950999999997,30.192054499999998,1
pharmacy,POINT (30.1091065 -1.9604231),-1.9604230999999996,30.109106500000003,1
pharmacy,POINT (30.0647175 -1.9282436),-1.9282436000000003,30.064717500000004,1
pharmacy,POINT (30.0548778 -1.9607582),-1.9607582000000001,30.0548778,1
pharmacy,POINT (30.1281306 -1.9463614),-1.9463613999999996,30.128130599999995,1
pharmacy,POINT (30.1216121 -1.968677),-1.968677,30.1216121,1
pharmacy,POINT (30.077243 -1.9391856),-1.9391855999999998,30.077243,1
pharmacy,POINT (30.0902898 -2.0081875),-2.0081874999999996,30.090289799999997,1
pharmacy,POINT (30.1106118 -1.9585982),-1.9585982,30.110611800000004,1
pharmacy,POINT (30.0371866 -1.9799024),-1.9799024,30.037186600000002,1
pharmacy,POINT (30.0993972 -1.93573),-1.9357300000000002,30.099397200000002,1
pharmacy,POINT (30.1691008 -1.976573),-1.9765730000000001,30.1691008,1
pharmacy,POINT (30.0669518 -1.9152687),-1.9152687,30.066951799999995,1
pharmacy,POINT (30.0489765 -1.9872043),-1.9872042999999997,30.0489765,1
pharmacy,POINT (30.0470438 -1.940119),-1.940119,30.0470438,1
pharmacy,POINT (30.1029478 -1.9668447),-1.9668446999999996,30.1029478,1
pharmacy,POINT (30.0851403 -1.9774838),-1.9774838000000001,30.0851403,1
pharmacy,POINT (30.0545222 -1.9004096),-1.9004096,30.0545222,1
pharmacy,POINT (30.0763905 -1.9125668),-1.9125668,30.076390500000002,1
pharmacy,POINT (30.1199185 -1.9656271),-1.9656271,30.119918499999997,1
pharmacy,POINT (30.0612486 -1.9644204),-1.9644204000000007,30.061248599999992,1
pharmacy,POINT (30.0595445 -1.9448004),-1.9448004,30.059544499999994,1
pharmacy,POINT (30.1043496 -1.9812685),-1.9812685,30.104349599999992,1
pharmacy,POINT (30.062424 -1.9370865),-1.9370864999999997,30.062424,1
pharmacy,POINT (30.1298752 -1.9443857),-1.9443856999999993,30.1298752,1
pharmacy,POINT (30.158971 -1.9721433),-1.9721433,30.158971000000005,1
pharmacy,POINT (30.1745091 -1.9333535),-1.9333535,30.1745091,1
pharmacy,POINT (30.0707702 -1.9871876),-1.9871876,30.070770199999995,1
pharmacy,POINT (30.1156946 -1.9602871),-1.9602871000000002,30.115694599999998,1
pharmacy,POINT (30.0634254 -1.9351492),-1.9351492000000001,30.063425399999996,1
pharmacy,POINT (30.0493723 -1.9935784),-1.9935783999999996,30.049372300000005,1
pharmacy,POINT (30.0171546 -1.9622577),-1.9622577,30.0171546,1
pharmacy,POINT (30.0941773 -1.9454587),-1.9454586999999999,30.094177300000002,1
pharmacy,POINT (30.069961 -1.9468174),-1.9468173999999996,30.069960999999992,1
pharmacy,POINT (30.0762953 -1.9131699),-1.9131698999999998,30.076295299999998,1
pharmacy,POINT (30.1020343 -1.9800261),-1.9800260999999997,30.1020343,1
pharmacy,POINT (30.1688623 -1.976586),-1.9765859999999997,30.168862300000004,1
pharmacy,POINT (30.2415094 -1.9518002),-1.9518001999999999,30.241509399999995,1
pharmacy,POINT (30.0614903 -1.9901965),-1.9901965,30.061490299999996,1
pharmacy,POINT (30.1126604 -1.9471311),-1.9471310999999996,30.112660399999992,1
pharmacy,POINT (30.0768646 -1.9717011),-1.9717010999999998,30.076864599999997,1
pharmacy,POINT (30.0595771 -1.9430123),-1.9430123,30.0595771,1
pharmacy,POINT (30.103057 -1.9682033),-1.9682032999999999,30.103057,1
pharmacy,POINT (30.1129102 -1.9297433),-1.9297433,30.112910199999998,1
pharmacy,POINT (30.0655299 -1.9783713),-1.9783713,30.065529900000005,1
pharmacy,POINT (30.1208771 -1.9335802),-1.9335802,30.1208771,1
pharmacy,POINT (30.1073829 -1.983016),-1.983016,30.107382899999994,1
pharmacy,POINT (30.1312899 -1.9347132),-1.9347132,30.13128989999999,1
pharmacy,POINT (30.1755614 -1.9713208),-1.9713208000000002,30.175561400000003,1
pharmacy,POINT (30.0562977 -1.9272658),-1.9272658,30.0562977,1
pharmacy,POINT (30.058307 -1.9671956),-1.9671955999999997,30.058307,1
pharmacy,POINT (30.1300677 -1.9362531),-1.9362531000000003,30.130067700000005,1
pharmacy,POINT (30.0770614 -1.9395278),-1.9395278,30.077061399999998,1
pharmacy,POINT (30.1064607 -1.9579387),-1.9579387,30.1064607,1
pharmacy,POINT (30.1435335 -1.9314645),-1.9314645000000001,30.143533499999993,1
pharmacy,POINT (30.1335536 -1.9800561),-1.9800560999999999,30.1335536,1
pharmacy,POINT (30.1350179 -1.9633119),-1.9633118999999997,30.135017899999998,1
pharmacy,POINT (30.1478731 -1.9368377),-1.9368377,30.147873099999998,1
pharmacy,POINT (30.1095028 -1.9818944),-1.9818944,30.109502799999994,1
pharmacy,POINT (30.0596129 -1.9464587),-1.9464587000000002,30.059612899999998,1
pharmacy,POINT (30.0605976 -1.9441156),-1.9441155999999997,30.060597599999994,1
pharmacy,POINT (30.0670699 -1.9152274),-1.9152274000000002,30.0670699,1
pharmacy,POINT (30.0800006 -1.905592),-1.905592,30.080000599999998,1
pharmacy,POINT (30.0585853 -1.9466837),-1.9466837,30.058585299999997,1
pharmacy,POINT (30.2246825 -1.9850577),-1.9850577000000003,30.2246825,1
pharmacy,POINT (30.0588647 -1.9429671),-1.9429670999999997,30.058864700000004,1
pharmacy,POINT (30.0558176 -1.9263996),-1.9263996,30.0558176,1
pharmacy,POINT (30.0537383 -1.9746416),-1.9746416,30.0537383,1
pharmacy,POINT (30.1115895 -1.9581439),-1.9581439,30.111589499999997,1
pharmacy,POINT (30.112735 -1.9578755),-1.9578755000000005,30.112735000000004,1
pharmacy,POINT (30.0570632 -1.9432754),-1.9432754,30.057063200000005,1
pharmacy,POINT (30.1704668 -1.9767546),-1.9767545999999996,30.1704668,1
pharmacy,POINT (30.0972514 -1.9261371),-1.9261371,30.097251400000005,1
pharmacy,POINT (30.1329474 -1.9468266),-1.9468265999999999,30.1329474,1
pharmacy,POINT (30.0580642 -1.9683551),-1.9683551000000001,30.0580642,1
pharmacy,POINT (30.0446357 -1.9422882),-1.9422882,30.0446357,1
pharmacy,POINT (30.0794352 -1.9041543),-1.9041542999999999,30.0794352,1
pharmacy,POINT (30.0772754 -1.9691775),-1.9691774999999998,30.077275399999998,1
pharmacy,POINT (30.0620457 -1.9424583),-1.9424582999999997,30.06204569999999,1
pharmacy,POINT (30.0962569 -1.9789975),-1.9789975,30.096256900000004,1
pharmacy,POINT (30.0592434 -1.9415978),-1.9415978,30.059243399999996,1
pharmacy,POINT (30.0769469 -1.9336267),-1.9336267000000003,30.076946899999996,1
pharmacy,POINT (30.1676388 -1.976242),-1.976242,30.1676388,1
pharmacy,POINT (30.050016 -1.9947263),-1.9947263,30.050015999999996,1
pharmacy,POINT (30.0500741 -1.9962455),-1.9962455,30.0500741,1
pharmacy,POINT (30.050201 -1.9951453),-1.9951453000000003,30.050201,1
cafe,POINT (30.1065835 -1.9565643),-1.9565642999999995,30.1065835,1
supermarket,POINT (30.1043644 -1.9451587),-1.9451586999999997,30.104364399999998,1
cafe,POINT (30.0796122 -1.9413803),-1.9413802999999996,30.0796122,1
restaurant,POINT (30.0597934 -1.9493205),-1.9493205,30.059793399999993,1
restaurant,POINT (30.0600532 -1.9655963),-1.9655962999999999,30.060053200000002,1
restaurant,POINT (30.1028246 -1.9625659),-1.9625659,30.1028246,1
restaurant,"POLYGON ((30.0869271 -1.9567544, 30.0869693 -1.9567568, 30.0870094 -1.9567704, 30.0870442 -1.9567944, 30.0870714 -1.9568268, 30.0870888 -1.9568653, 30.0870952 -1.9569071, 30.08709 -1.9569491, 30.0870738 -1.9569881, 30.0870477 -1.9570213, 30.0870135 -1.9570463, 30.0869739 -1.9570611, 30.0869318 -1.9570648, 30.0868934 -1.957058, 30.0868579 -1.9570419, 30.0868276 -1.9570175, 30.0868043 -1.9569863, 30.0867894 -1.9569503, 30.0867839 -1.9569118, 30.0867882 -1.9568731, 30.086802 -1.9568367, 30.0868244 -1.9568048, 30.086854 -1.9567795, 30.086889 -1.9567623, 30.0869271 -1.9567544))",-1.9569094405416867,30.08693945111143,1
restaurant,"POLYGON ((30.0661045 -1.9473878, 30.0661127 -1.9471468, 30.0659881 -1.9471427, 30.0659696 -1.9471719, 30.0658423 -1.9471648, 30.0658306 -1.9473749, 30.0661045 -1.9473878))",-1.9472690960694938,30.06597710176982,1
cafe,"POLYGON ((30.0593521 -1.9508453, 30.059761 -1.9507853, 30.0597773 -1.9508956, 30.0593669 -1.9509558, 30.0593778 -1.9510371, 30.0598074 -1.950974, 30.0597666 -1.9506971, 30.0593407 -1.9507597, 30.0593521 -1.9508453))",-1.9508651038533802,30.05957857871764,1
restaurant,"POLYGON ((30.0830938 -1.9542661, 30.0830985 -1.9544448, 30.0831272 -1.954444, 30.0831283 -1.9544883, 30.0833166 -1.9544833, 30.0833123 -1.9543198, 30.0832565 -1.9543213, 30.0832559 -1.9542977, 30.0832549 -1.9542618, 30.0830938 -1.9542661))",-1.9543783911352357,30.083201917522004,1
restaurant,"POLYGON ((30.1082147 -1.9636861, 30.1082618 -1.9637496, 30.1083123 -1.9637122, 30.1082652 -1.9636487, 30.1082147 -1.9636861))",-1.963699150000522,30.10826349999999,1
restaurant,"POLYGON ((30.1033707 -1.9546399, 30.1036671 -1.954507, 30.1041405 -1.954865, 30.1036738 -1.9551948, 30.1033707 -1.9546399))",-1.9548265004843022,30.103727618333533,1
supermarket,"POLYGON ((30.0537724 -1.959466, 30.0539199 -1.9594365, 30.0541131 -1.9593561, 30.0543437 -1.9592221, 30.0544483 -1.9591417, 30.0545061 -1.959122, 30.0547153 -1.9595696, 30.0542606 -1.959785, 30.0540809 -1.9598708, 30.0539682 -1.959903, 30.0539253 -1.9599298, 30.0538877 -1.9599325, 30.0537724 -1.959466))",-1.95954142070466,30.054231693959235,1
restaurant,"POLYGON ((30.0815488 -1.9518857, 30.0816189 -1.9517533, 30.0817371 -1.9518158, 30.0816669 -1.9519483, 30.0815488 -1.9518857))",-1.9518507762709107,30.081642935697168,1
cafe,"POLYGON ((30.0793583 -1.9488775, 30.0795331 -1.9489257, 30.079639 -1.9489549, 30.0796084 -1.9490659, 30.079675 -1.9490842, 30.0796394 -1.949213, 30.0794012 -1.9491473, 30.0794365 -1.9490197, 30.0793274 -1.9489896, 30.0793583 -1.9488775))",-1.9490430992824517,30.079510263357665,1
restaurant,"POLYGON ((30.0810215 -1.9495233, 30.0811186 -1.9494595, 30.0811936 -1.9495734, 30.0812502 -1.9496594, 30.0811763 -1.9497079, 30.0811329 -1.9496419, 30.0811096 -1.9496572, 30.0810215 -1.9495233))",-1.949583515238562,30.081135228300397,1
supermarket,"POLYGON ((30.0765231 -1.9804981, 30.0766347 -1.9804902, 30.0766397 -1.9805605, 30.0765605 -1.980566, 30.0765612 -1.980576, 30.0765288 -1.9805783, 30.0765231 -1.9804981))",-1.9805309679779044,30.07657995231917,1
restaurant,"POLYGON ((30.0795468 -1.9468186, 30.0794943 -1.9466558, 30.0797562 -1.9465715, 30.0798086 -1.9467342, 30.0795468 -1.9468186))",-1.9466950269960221,30.0796514579148,1
restaurant,"POLYGON ((30.0698591 -1.9574532, 30.0699258 -1.9573026, 30.0700737 -1.9573681, 30.070007 -1.9575186, 30.0698591 -1.9574532))",-1.957410618831274,30.06996639454773,1
restaurant,"POLYGON ((30.0972182 -1.9323138, 30.097354 -1.9323027, 30.0973771 -1.9322736, 30.0973802 -1.9322233, 30.0973552 -1.9322023, 30.0972202 -1.9322081, 30.0972182 -1.9323138))",-1.9322560070906398,30.097295371420618,1
cafe,"POLYGON ((30.0535179 -1.9552902, 30.0535831 -1.9554452, 30.0536566 -1.9554125, 30.0535913 -1.9552494, 30.0535179 -1.9552902))",-1.9553487122517845,30.053587287263614,1
restaurant,"POLYGON ((30.1025224 -1.9403696, 30.1025684 -1.9404227, 30.1026574 -1.940361, 30.1025928 -1.9402749, 30.102554 -1.9403036, 30.1025224 -1.9403696))",-1.9403511040943968,30.10258532734537,1
restaurant,"POLYGON ((30.1030875 -1.9528326, 30.1031119 -1.9527091, 30.1032224 -1.9527308, 30.1031981 -1.9528544, 30.1030875 -1.9528326))",-1.952781736868264,30.103154978650753,1
restaurant,"POLYGON ((30.1027209 -1.9504721, 30.1028214 -1.9503582, 30.1029154 -1.9504409, 30.1028149 -1.9505549, 30.1027209 -1.9504721))",-1.9504565334240964,30.10281814944627,1
restaurant,"POLYGON ((30.0669486 -1.9477617, 30.0669448 -1.9478394, 30.0669127 -1.9478378, 30.0669054 -1.9479875, 30.0668139 -1.947983, 30.0668152 -1.9479561, 30.0667136 -1.9479511, 30.0667121 -1.9479819, 30.0666386 -1.9479783, 30.0666421 -1.9479061, 30.0666783 -1.9479079, 30.0666849 -1.9477745, 30.0666247 -1.9477715, 30.0666275 -1.9477148, 30.0666918 -1.9477179, 30.0666903 -1.947749, 30.0669486 -1.9477617))",-1.947856722284451,30.066788220710894,1
restaurant,"POLYGON ((30.0931978 -1.9582752, 30.0931507 -1.9583612, 30.093224 -1.9584012, 30.0931877 -1.9584676, 30.0934396 -1.9584964, 30.0934492 -1.9584127, 30.0931978 -1.9582752))",-1.9584026670295673,30.0932985089294,1
restaurant,"POLYGON ((30.0630916 -1.9214076, 30.0630622 -1.9213793, 30.0632486 -1.9211861, 30.063278 -1.9212144, 30.0632532 -1.9212401, 30.0630916 -1.9214076))",-1.9212968503846877,30.063170098492577,1
restaurant,"POLYGON ((30.083354 -1.95144, 30.0833365 -1.9514617, 30.0833016 -1.9515048, 30.0833257 -1.9515243, 30.0832932 -1.9515645, 30.0834083 -1.9516574, 30.0834457 -1.9516112, 30.0834848 -1.9516428, 30.083537 -1.9515783, 30.083499 -1.9515476, 30.083484 -1.9515662, 30.083413 -1.9515088, 30.0834233 -1.951496, 30.083354 -1.95144))",-1.9515582821333504,30.083400333133035,1
cafe,"POLYGON ((30.1070228 -2.0288102, 30.1071654 -2.0288071, 30.1071658 -2.0288231, 30.1072582 -2.028821, 30.1072586 -2.0288391, 30.1073343 -2.0288374, 30.1073354 -2.0288828, 30.1072598 -2.0288845, 30.1072643 -2.0288997, 30.1071692 -2.0289018, 30.1071695 -2.0289173, 30.1070253 -2.0289205, 30.1070228 -2.0288102))",-2.028862853818641,30.10715407605267,1
cafe,"POLYGON ((30.2095185 -1.9839545, 30.2096216 -1.9840376, 30.2095209 -1.9841622, 30.2094179 -1.9840791, 30.2095185 -1.9839545))",-1.9840583466146733,30.2095197332942,1
restaurant,"POLYGON ((30.1339897 -1.941356, 30.1340018 -1.9413911, 30.1339746 -1.9414259, 30.1339779 -1.9414861, 30.1340446 -1.9415333, 30.1341247 -1.9414787, 30.1341167 -1.9414168, 30.1340873 -1.9413965, 30.1341026 -1.9413391, 30.1340362 -1.9413214, 30.1339897 -1.941356))",-1.9414284658166079,30.13404731669781,1
restaurant,"POLYGON ((30.1129364 -1.9588098, 30.112941 -1.9588949, 30.1127816 -1.958932, 30.1127894 -1.958997, 30.1131267 -1.9589196, 30.113102 -1.9587851, 30.1129364 -1.9588098))",-1.9588926712964405,30.11297868458981,1
cafe,"POLYGON ((30.102713 -1.965379, 30.1028872 -1.9656411, 30.1030447 -1.9655365, 30.1028899 -1.9653036, 30.10286 -1.9653015, 30.1027904 -1.9653276, 30.102713 -1.965379))",-1.9654610930275613,30.102879421119766,1
restaurant,"POLYGON ((30.1161168 -1.9587598, 30.116229 -1.9589005, 30.1163092 -1.9588398, 30.1164007 -1.9587681, 30.1162737 -1.9586424, 30.1161168 -1.9587598))",-1.9587691875926267,30.116255991972363,1
restaurant,"POLYGON ((30.1025877 -1.9649177, 30.1027039 -1.9648564, 30.1027744 -1.9649898, 30.1026582 -1.9650511, 30.1025877 -1.9649177))",-1.9649537500019536,30.102681049999827,1
restaurant,"POLYGON ((30.0899531 -1.9674556, 30.0899565 -1.9674313, 30.0900782 -1.9674333, 30.0900775 -1.9674735, 30.0901169 -1.9674742, 30.0901165 -1.967493, 30.0901495 -1.9674935, 30.0901479 -1.967592, 30.0900756 -1.9675908, 30.0900291 -1.9675903, 30.0900283 -1.9676345, 30.0899283 -1.9676334, 30.0899333 -1.9675977, 30.0899172 -1.9676031, 30.0899229 -1.9676201, 30.0898157 -1.9676559, 30.08981 -1.9676389, 30.0897063 -1.9676736, 30.0896869 -1.9675439, 30.0899531 -1.9674556))",-1.9675513279651933,30.08992268566486,1
cafe,"POLYGON ((30.1609694 -1.957986, 30.1610282 -1.9579356, 30.1610649 -1.9579784, 30.1610061 -1.9580287, 30.1609694 -1.957986))",-1.9579821663461925,30.161017154032447,1
supermarket,"POLYGON ((30.1034698 -1.9731444, 30.1035905 -1.9730827, 30.1036876 -1.9732726, 30.1035669 -1.9733343, 30.1034698 -1.9731444))",-1.9732085000035227,30.103578699999893,1
cafe,"POLYGON ((30.1025662 -1.971725, 30.1028073 -1.9716915, 30.1028221 -1.9717983, 30.1025811 -1.9718318, 30.1025662 -1.971725))",-1.971761646735205,30.102694171931596,1
supermarket,"POLYGON ((30.0747903 -1.9521854, 30.0748541 -1.9525025, 30.0750529 -1.9524626, 30.0749891 -1.9521455, 30.0747903 -1.9521854))",-1.9523240000078668,30.074921599999655,1
supermarket,"POLYGON ((30.1027419 -1.97131, 30.1029092 -1.9712951, 30.1029154 -1.9713648, 30.1027481 -1.9713797, 30.1027419 -1.97131))",-1.9713374000003945,30.102828649999875,1
